"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US17031081100","Census Tract 811, Cook County, Illinois","2589","202","55704","5201","78.4","6.1","62639","8505","11.9","5.1","8589","10702","0.5","0.9","-","-222222222","6.3","3.5","64394","11316","0.0","1.2","-","-222222222","1.7","2.8","-","-222222222","1.1","1.3","42583","85243","3.5","3.1","25000","80973","76.7","6.2","62281","8840","12.6","5.4","52927","42974","44.2","6.8","60938","13155","33.6","6.2","54784","49418","9.6","4.1","69107","18946","389","139","70083","29512","11.6","10.3","53750","58625","88.4","10.3","71333","46053","69.2","19.5","95625","57486","8.0","9.1","65078","166151","22.9","19.0","62993","119167","2200","257","53713","7051","50.3","9.0","56322","6869","43.9","9.2","55236","18090","6.5","5.1","175179","237900","49.7","9.0","50446","26045","49.0","9.0","50696","23321","0.6","1.0","-","-222222222","27.8","-888888888.0","(X)","-888888888","36.0","-888888888.0","(X)","(X)","26.4","-888888888.0","(X)","(X)",
"1400000US17031081201","Census Tract 812.01, Cook County, Illinois","2352","219","81450","17617","83.5","6.2","81725","18320","3.0","3.1","17134","128886","0.0","1.4","-","-222222222","12.2","5.6","95347","63902","0.0","1.4","-","-222222222","0.0","1.4","-","-222222222","1.3","1.4","22206","544479","0.5","0.8","-","**","83.0","6.2","82025","18683","9.4","4.9","16707","11138","38.8","6.7","62127","16442","23.5","4.0","131979","74406","28.3","4.4","160176","62256","840","179","160051","42006","10.2","4.1","193750","225740","89.8","4.1","160051","40975","88.7","9.3","161811","29966","9.0","8.7","21939","14534","2.3","3.8","-","**","1512","208","61154","1340","50.7","8.8","60318","19211","46.4","9.1","60590","13679","4.3","4.1","19129","70197","49.3","8.8","62022","19843","35.7","8.7","63125","26541","13.6","6.6","61610","161708","28.4","-888888888.0","(X)","-888888888","34.5","-888888888.0","(X)","(X)","24.9","-888888888.0","(X)","(X)",
"1400000US17031081202","Census Tract 812.02, Cook County, Illinois","1878","163","75100","15324","89.2","5.5","86607","26275","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","4.5","3.6","61184","64281","0.0","1.7","-","-222222222","5.2","4.4","34634","6590","1.1","1.6","-","-222222222","4.5","4.1","34238","91938","87.6","5.8","86607","26444","7.3","5.1","11731","41563","30.7","6.5","65616","15333","24.9","4.1","136071","79118","37.1","5.1","84500","86232","753","137","244141","97539","10.0","6.5","250,000+","-333333333","90.0","6.5","222344","111538","85.7","10.0","244922","80206","14.3","10.0","61250","434026","0.0","4.2","-","**","1125","167","56577","11674","75.0","10.3","56250","15566","68.1","10.0","51653","12921","6.9","4.6","66897","133294","25.0","10.3","56708","23342","19.4","8.8","60227","15898","5.6","6.9","26875","249875","23.4","-888888888.0","(X)","-888888888","24.0","-888888888.0","(X)","(X)","23.0","-888888888.0","(X)","(X)",
"1400000US17031081300","Census Tract 813, Cook County, Illinois","3480","217","94500","19919","86.8","3.4","102244","15426","4.5","2.1","80949","20290","0.0","0.9","-","-222222222","8.6","2.8","52344","21737","0.0","0.9","-","-222222222","0.0","0.9","-","-222222222","0.0","0.9","-","-222222222","3.2","1.7","68667","213885","83.7","3.8","102472","16173","5.1","2.5","25743","15693","23.4","3.6","68828","13655","38.0","4.3","114483","39199","33.5","3.6","100083","30311","1190","196","209196","25100","13.9","4.6","250,000+","-333333333","86.1","4.6","208036","22344","97.1","2.9","210333","33242","1.7","2.3","31786","238103","1.2","1.9","-","**","2290","255","61524","9771","63.9","5.5","59813","10184","60.0","5.4","60076","10582","4.0","2.5","53942","67358","36.1","5.5","72703","29581","32.4","6.0","65729","29252","3.7","2.4","222750","157475","23.3","-888888888.0","(X)","-888888888","22.7","-888888888.0","(X)","(X)","23.6","-888888888.0","(X)","(X)",
"1400000US17031081401","Census Tract 814.01, Cook County, Illinois","1475","128","79276","29288","73.8","8.4","98214","28119","12.3","7.0","13583","12953","0.0","2.2","-","-222222222","10.9","6.2","88750","55623","0.0","2.2","-","-222222222","3.1","3.8","26705","354041","0.0","2.2","-","-222222222","2.1","2.4","17422","17691","71.7","8.5","105089","29637","9.4","6.7","26849","149611","32.5","8.4","50565","31255","28.8","6.9","95568","55651","29.2","6.6","105089","63907","539","100","184250","99597","17.8","8.3","45833","111971","82.2","8.3","214609","104215","90.4","9.0","213672","95264","9.6","9.0","11512","44584","0.0","5.8","-","**","936","146","52443","18493","47.2","11.7","48929","28040","40.8","11.0","41429","27177","6.4","7.5","118295","181738","52.8","11.7","78684","46897","49.4","12.1","70909","48579","3.4","3.9","207353","143940","30.6","-888888888.0","(X)","-888888888","27.5","-888888888.0","(X)","(X)","32.5","-888888888.0","(X)","(X)",
"1400000US17031081402","Census Tract 814.02, Cook County, Illinois","2513","196","96929","17380","82.0","5.4","94548","15162","1.3","1.5","120074","137128","0.4","0.6","250,000+","-333333333","13.9","4.9","125472","40667","0.0","1.3","-","-222222222","1.0","1.2","167833","114033","1.4","1.3","43036","49083","5.8","3.0","51406","27749","76.8","5.4","97155","17055","8.5","3.9","26306","4557","42.5","6.3","88229","26860","31.3","5.0","159063","39839","17.7","3.4","96810","26055","710","134","134667","36847","21.8","7.2","250,000+","-333333333","78.2","7.2","125234","13445","97.6","3.8","141354","38179","2.4","3.8","-","**","0.0","4.5","-","**","1803","217","74906","10621","55.6","7.2","58925","10203","48.2","7.7","62589","9376","7.4","4.6","45469","20537","44.4","7.2","117727","48207","40.3","7.3","119773","49245","4.1","3.4","49839","219535","17.9","-888888888.0","(X)","-888888888","13.0","-888888888.0","(X)","(X)","19.8","-888888888.0","(X)","(X)",
"1400000US17031081403","Census Tract 814.03, Cook County, Illinois","3793","211","82524","8153","71.4","5.3","87452","13246","3.2","2.3","74531","251399","0.0","0.9","-","-222222222","22.4","4.7","83317","26379","0.0","0.9","-","-222222222","1.4","2.2","2,500-","-333333333","1.6","1.2","52396","65937","5.4","3.6","5964","19183","67.4","5.4","90431","14138","7.7","3.0","14974","40536","56.6","5.4","81514","9428","26.1","4.2","119432","55301","9.6","2.4","92885","47733","894","190","139531","43681","15.7","7.2","250,000+","-333333333","84.3","7.2","113177","25966","95.4","5.7","138828","46668","1.8","2.8","-","**","2.8","4.9","-","**","2899","236","68029","19411","53.9","7.3","56591","8849","49.6","7.2","54543","8744","4.4","2.6","69911","44688","46.1","7.3","86119","13363","42.7","7.5","85640","9579","3.3","1.9","109293","79519","20.8","-888888888.0","(X)","-888888888","23.3","-888888888.0","(X)","(X)","20.0","-888888888.0","(X)","(X)",
"1400000US17031081500","Census Tract 815, Cook County, Illinois","2873","221","82591","11965","86.5","4.5","82281","16913","1.4","1.6","91653","1868","0.0","1.1","-","-222222222","12.0","4.1","78056","48677","0.0","1.1","-","-222222222","0.0","1.1","-","-222222222","0.0","1.1","-","-222222222","2.9","2.1","84519","81818","83.6","4.8","81820","19448","10.0","4.6","4167","34042","47.4","6.3","80352","14481","30.1","4.7","111894","22655","12.6","3.3","64868","39640","640","140","233750","85909","15.6","11.0","250,000+","-333333333","84.4","11.0","200294","67738","90.2","7.9","233661","87806","7.3","6.5","46058","265221","2.5","4.3","250,000+","***","2233","226","60661","12907","57.3","8.2","53110","15706","53.8","8.5","47500","18481","3.5","3.7","125510","51215","42.7","8.2","91772","18462","37.4","8.2","85667","38138","5.2","2.8","250,000+","-333333333","23.1","-888888888.0","(X)","-888888888","34.5","-888888888.0","(X)","(X)","19.8","-888888888.0","(X)","(X)",
"1400000US17031081600","Census Tract 816, Cook County, Illinois","2277","220","80897","9018","79.2","6.7","81467","12391","0.8","1.2","-","-222222222","2.8","4.0","-","-222222222","10.5","4.7","83654","45039","0.0","1.4","-","-222222222","2.9","2.5","79336","41167","3.8","3.1","85788","28159","4.3","2.9","66417","70189","77.5","6.8","82647","10619","6.1","3.7","24038","44557","62.1","5.6","81250","9894","21.0","4.4","102167","18381","10.8","2.0","83088","50292","606","161","89900","27218","23.3","13.2","78555","50761","76.7","13.2","123021","69283","88.0","13.3","96336","38033","12.0","13.3","9441","101139","0.0","5.2","-","**","1671","244","75331","16981","53.9","8.2","65516","11429","51.9","8.2","66413","14194","2.0","2.6","-","-222222222","46.1","8.2","85669","12058","44.3","8.3","85667","13579","1.8","1.5","85682","12608","20.6","-888888888.0","(X)","-888888888","19.5","-888888888.0","(X)","(X)","21.0","-888888888.0","(X)","(X)",
"1400000US17031081700","Census Tract 817, Cook County, Illinois","1566","180","86711","25323","79.7","6.4","89461","23774","4.8","3.3","14750","51225","0.0","2.1","-","-222222222","11.0","5.6","69643","111301","0.0","2.1","-","-222222222","1.3","1.8","175481","210686","3.2","2.8","72685","68493","8.6","6.3","52070","31152","71.9","7.6","97250","25381","7.5","4.3","12000","52932","64.7","7.4","91875","34571","25.7","6.8","88598","31962","2.1","2.3","38036","42425","491","151","108885","44713","33.8","15.2","188816","216577","66.2","15.2","108209","23612","76.0","16.6","137981","98939","5.3","4.4","14667","64979","18.7","16.0","101000","22065","1075","178","56161","29428","54.8","11.8","42127","18758","52.2","11.7","41672","13918","2.6","2.3","109250","113640","45.2","11.8","110214","49223","34.2","10.5","78846","89365","11.0","6.2","116983","11183","23.4","-888888888.0","(X)","-888888888","33.6","-888888888.0","(X)","(X)","18.8","-888888888.0","(X)","(X)",
"1400000US17031081800","Census Tract 818, Cook County, Illinois","3835","192","108482","14452","79.7","4.8","111446","19611","2.8","1.6","105515","59166","0.0","0.8","-","-222222222","13.9","3.9","92411","34918","0.0","0.8","-","-222222222","2.5","2.3","61310","238735","1.1","1.0","236000","157478","2.5","2.3","123265","26549","77.8","5.2","109708","19411","6.7","3.7","61078","26346","70.0","5.0","108071","19643","20.3","3.8","153504","21326","3.0","0.7","60000","53280","1334","206","155192","35821","21.9","8.0","143333","167924","78.1","8.0","157115","33567","86.3","6.4","180074","43404","8.7","5.3","103784","61505","5.0","5.0","62043","242100","2501","272","90182","9355","53.9","7.5","80333","13164","46.3","6.7","70893","7625","7.6","4.4","124668","105496","46.1","7.5","120694","31336","36.7","7.1","94338","24913","9.4","3.9","190568","51400","17.4","-888888888.0","(X)","-888888888","16.9","-888888888.0","(X)","(X)","17.6","-888888888.0","(X)","(X)",
"1400000US17031081900","Census Tract 819, Cook County, Illinois","584","84","75250","51840","49.3","12.5","106810","36669","42.5","9.3","14130","10437","0.0","5.4","-","-222222222","8.2","6.8","128963","556","0.0","5.4","-","-222222222","0.0","5.4","-","-222222222","0.0","5.4","-","-222222222","2.9","3.6","77125","69570","46.4","12.6","106940","41784","1.2","1.9","-","-222222222","62.0","7.9","80595","25331","24.1","9.3","14911","222455","12.7","6.4","22976","9015","239","66","22917","10828","58.6","16.4","19674","9048","41.4","16.4","24940","271973","42.7","17.5","24762","314849","49.0","17.1","21518","19751","8.4","9.1","-","**","345","78","85982","37219","47.2","15.3","80125","42103","40.0","13.1","64773","33335","7.2","9.8","-","-222222222","52.8","15.3","106293","32033","35.4","17.3","18750","145387","17.4","11.2","128902","52411","49.1","-888888888.0","(X)","-888888888","49.8","-888888888.0","(X)","(X)","48.7","-888888888.0","(X)","(X)",
"1400000US17031090100","Census Tract 901, Cook County, Illinois","1294","79","80556","12318","97.0","2.6","81361","10003","0.0","2.5","-","-222222222","0.0","2.5","-","-222222222","1.9","2.0","58661","57664","0.0","2.5","-","-222222222","0.0","2.5","-","-222222222","1.1","1.7","-","-222222222","7.1","4.0","59375","79990","89.9","4.5","81417","9275","0.6","1.0","-","-222222222","31.5","4.9","91151","7089","38.7","4.9","95313","33387","29.2","3.8","33667","17264","980","92","85833","12473","31.9","4.2","93594","7022","68.1","4.2","76691","15233","77.0","7.4","92019","12583","17.1","7.1","73519","16093","5.8","3.2","133750","79107","314","104","52727","39113","54.8","18.3","19783","34010","51.3","19.8","19185","13577","3.5","5.4","136375","96751","45.2","18.3","65060","25263","45.2","18.3","65060","25263","0.0","9.8","-","-222222222","23.0","-888888888.0","(X)","-888888888","27.0","-888888888.0","(X)","(X)","10.2","-888888888.0","(X)","(X)",
"1400000US17031090200","Census Tract 902, Cook County, Illinois","2848","86","78019","10157","94.8","2.9","77679","11353","0.0","1.1","-","-222222222","0.0","1.1","-","-222222222","1.7","1.6","185833","164454","0.0","1.1","-","-222222222","1.5","1.4","13409","90573","1.9","1.8","51761","362326","2.5","1.8","13977","155361","93.9","3.2","77597","11781","1.3","1.2","29750","27773","38.2","5.4","85890","7632","34.6","5.0","92024","36720","25.9","3.5","34732","21899","1644","139","99063","24298","33.9","5.6","124352","24856","66.1","5.6","83289","19188","81.4","6.6","111960","15419","12.5","4.9","90000","37443","6.0","4.4","58560","26258","1204","156","42778","9904","47.6","10.0","33304","17348","43.2","10.2","27273","13956","4.4","3.9","87137","25793","52.4","10.0","50852","15637","39.3","10.8","44618","13792","13.1","7.2","56875","42989","27.7","-888888888.0","(X)","-888888888","24.1","-888888888.0","(X)","(X)","31.1","-888888888.0","(X)","(X)",
"1400000US17031090300","Census Tract 903, Cook County, Illinois","575","13","84604","17345","98.6","2.5","84360","19917","0.0","5.5","-","-222222222","0.0","5.5","-","-222222222","1.4","2.5","-","-222222222","0.0","5.5","-","-222222222","0.0","5.5","-","-222222222","0.0","5.5","-","-222222222","0.0","5.5","-","**","98.6","2.5","84360","19917","4.7","5.6","-","-222222222","26.3","6.5","121131","17888","35.7","11.1","96094","68152","33.4","8.3","54500","20761","378","62","95313","48513","37.0","12.8","116111","57015","63.0","12.8","71833","64588","67.7","15.2","133438","22769","19.8","12.2","71917","21236","12.4","11.8","67824","8673","197","61","46125","19945","66.5","20.0","26250","31962","66.5","20.0","26250","31962","0.0","15.2","-","-222222222","33.5","20.0","153864","76749","11.2","11.3","101250","159542","22.3","17.7","156000","72517","41.2","-888888888.0","(X)","-888888888","46.3","-888888888.0","(X)","(X)","17.8","-888888888.0","(X)","(X)",
"1400000US17031100100","Census Tract 1001, Cook County, Illinois","2202","134","54632","10659","87.2","6.4","56923","10786","0.6","1.0","-","-222222222","0.0","1.5","-","-222222222","3.5","3.9","49425","19092","0.0","1.5","-","-222222222","4.7","4.3","35673","49944","4.0","3.5","39918","90188","15.4","6.4","39158","43857","80.5","7.4","55529","12582","0.5","0.8","2,500-","-333333333","30.8","6.9","54475","11726","43.2","6.4","72739","11470","25.5","5.8","27679","6974","1354","182","70000","9876","49.9","10.2","68509","18529","50.1","10.2","73370","6521","76.4","11.0","72544","9925","22.6","10.7","42045","58597","1.0","2.1","-","**","848","190","27034","9795","58.1","15.1","26556","4677","58.1","15.1","26556","4677","0.0","3.8","-","-222222222","41.9","15.1","32438","18779","34.8","11.8","30438","21254","7.1","8.8","38370","20476","22.6","-888888888.0","(X)","-888888888","25.6","-888888888.0","(X)","(X)","17.7","-888888888.0","(X)","(X)",
"1400000US17031100200","Census Tract 1002, Cook County, Illinois","2930","68","70438","5854","90.0","4.5","70165","7644","1.3","2.0","-","-222222222","0.9","1.3","29609","6177","1.6","2.0","76622","76606","0.0","1.1","-","-222222222","6.2","4.0","72464","21616","0.0","1.1","-","-222222222","10.3","4.0","71821","28125","86.7","4.5","70103","8091","1.4","1.8","31641","31794","39.5","4.9","75758","8295","34.5","4.1","81979","37809","24.6","3.2","36912","8691","1772","162","78900","12589","41.9","7.5","93536","29067","58.1","7.5","77938","9542","72.6","7.3","94303","24433","16.9","6.1","42212","26948","10.6","4.6","87417","21048","1158","177","42287","8503","50.2","10.0","42337","16907","41.4","9.4","30880","13828","8.8","7.7","72143","101765","49.8","10.0","42240","12024","43.4","8.7","45489","12903","6.4","6.6","39602","166644","27.2","-888888888.0","(X)","-888888888","31.0","-888888888.0","(X)","(X)","21.5","-888888888.0","(X)","(X)",
"1400000US17031100300","Census Tract 1003, Cook County, Illinois","2543","102","65531","8839","96.0","3.1","64401","10936","0.0","1.3","-","-222222222","0.0","1.3","-","-222222222","1.9","1.8","119231","273338","0.0","1.3","-","-222222222","2.1","2.5","68224","36094","0.0","1.3","-","-222222222","4.3","2.5","69574","19615","93.8","3.0","62943","13747","0.6","1.0","-","-222222222","19.3","5.0","96250","22523","36.8","4.9","83989","19499","43.3","5.3","28319","7449","1529","145","83649","5094","34.1","6.8","101985","20745","65.9","6.8","81389","12659","76.6","7.2","90972","18525","17.1","5.7","49464","47094","6.3","5.0","69046","9144","1014","155","22333","11116","72.5","10.3","18173","2376","70.9","10.4","17953","2238","1.6","2.6","-","-222222222","27.5","10.3","67574","34786","24.3","9.2","60278","29841","3.3","3.7","104671","45918","22.4","-888888888.0","(X)","-888888888","23.5","-888888888.0","(X)","(X)","16.6","-888888888.0","(X)","(X)",
"1400000US17031100400","Census Tract 1004, Cook County, Illinois","1237","24","82060","9374","91.4","6.0","80887","6285","0.0","2.6","-","-222222222","0.0","2.6","-","-222222222","4.0","4.2","205699","136468","0.0","2.6","-","-222222222","4.7","5.0","200641","194646","0.0","2.6","-","-222222222","8.2","5.7","200064","257771","87.8","6.3","80847","8162","1.0","1.5","-","-222222222","32.6","5.1","110114","43223","43.3","5.4","112708","41100","23.1","4.8","30714","8749","880","88","106250","25001","38.3","6.6","95341","33044","61.7","6.6","107438","27006","88.9","6.1","113333","19420","7.5","5.2","52000","39532","3.6","3.3","78889","69934","357","87","50795","22546","61.1","15.1","45500","21042","55.7","14.9","36125","20889","5.3","6.1","117841","55687","38.9","15.1","80875","49796","23.8","12.7","58068","50300","15.1","13.9","129024","16046","32.9","-888888888.0","(X)","-888888888","30.1","-888888888.0","(X)","(X)","39.8","-888888888.0","(X)","(X)",
"1400000US17031100500","Census Tract 1005, Cook County, Illinois","2211","97","73288","10497","91.2","3.7","69849","13192","0.0","1.5","-","-222222222","0.0","1.5","-","-222222222","4.0","1.8","88309","125652","0.0","1.5","-","-222222222","3.1","2.3","88750","20944","1.6","2.0","92955","35690","10.3","4.0","89767","28455","85.0","4.3","69569","14474","0.0","1.5","-","-222222222","33.8","5.6","86630","4490","39.4","5.0","68728","19454","26.8","4.3","31571","9137","1562","128","79691","9343","47.2","8.2","76713","13733","52.8","8.2","79930","13592","80.3","9.5","83549","8071","18.5","9.4","37480","44573","1.2","1.5","89545","2026","649","137","40402","12625","66.7","10.5","33472","9563","51.9","13.1","26906","8995","14.8","11.4","85732","21830","33.3","10.5","47571","5361","27.9","10.2","47260","4982","5.4","6.3","92917","163712","28.5","-888888888.0","(X)","-888888888","26.4","-888888888.0","(X)","(X)","33.6","-888888888.0","(X)","(X)",
"1400000US17031100600","Census Tract 1006, Cook County, Illinois","1825","94","55948","9239","87.0","5.0","53917","11938","0.0","1.8","-","-222222222","0.0","1.8","-","-222222222","6.0","2.8","112500","51241","0.0","1.8","-","-222222222","5.2","4.3","36088","8642","1.8","1.7","65804","12108","10.5","4.1","36111","29630","82.0","4.9","54417","12030","1.9","2.9","-","-222222222","28.8","5.5","66389","12368","33.3","5.1","74844","24451","35.9","5.6","30956","8739","1139","124","70625","7442","36.5","7.5","77308","27218","63.5","7.5","69375","6800","74.9","8.3","75288","18924","22.6","8.5","56058","31906","2.5","2.6","54917","148014","686","111","25000","13177","65.9","11.9","19848","8640","64.0","12.0","19602","6846","1.9","2.9","-","-222222222","34.1","11.9","43906","29379","26.7","10.3","48583","17864","7.4","8.4","19321","32716","37.5","-888888888.0","(X)","-888888888","33.5","-888888888.0","(X)","(X)","42.0","-888888888.0","(X)","(X)",
"1400000US17031100700","Census Tract 1007, Cook County, Illinois","1857","73","67188","6152","89.7","3.1","67143","6666","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","5.9","2.8","86782","15014","0.0","1.7","-","-222222222","4.4","2.3","47500","57801","0.0","1.7","-","-222222222","6.9","2.6","62431","15628","87.2","3.4","65060","6644","2.6","2.2","61597","70601","25.6","4.0","92188","21013","36.3","4.8","74013","8054","35.4","4.2","46000","17609","1282","135","72031","10142","33.9","7.8","73000","7758","66.1","7.8","70833","18062","73.2","7.7","87725","20081","18.1","7.2","62556","16436","8.7","4.4","65288","28011","575","135","40977","18897","53.4","11.9","43472","32952","48.5","12.4","31528","26064","4.9","5.6","69342","40976","46.6","11.9","40703","27199","45.2","11.5","40391","24859","1.4","2.4","-","-222222222","33.8","-888888888.0","(X)","-888888888","32.3","-888888888.0","(X)","(X)","37.0","-888888888.0","(X)","(X)",
"1400000US17031110100","Census Tract 1101, Cook County, Illinois","1957","155","59519","5514","84.7","6.5","55288","9488","0.9","1.5","-","-222222222","0.0","1.6","-","-222222222","4.6","3.1","138824","109809","0.0","1.6","-","-222222222","4.7","4.3","49847","92368","5.1","4.4","88000","60629","14.5","6.1","95645","61809","77.7","6.3","52878","10038","2.1","3.2","-","-222222222","35.5","6.9","62106","12459","33.0","7.3","86518","48490","29.4","5.4","33679","13088","1333","198","74150","18770","35.6","8.5","89313","34344","64.4","8.5","69643","13448","73.4","9.1","92708","21256","11.5","5.5","44135","15205","15.2","8.7","60179","44829","624","160","33397","13930","51.6","17.9","31154","12495","49.2","17.4","30433","14730","2.4","4.0","-","-222222222","48.4","17.9","41061","18750","44.4","17.8","41174","24675","4.0","4.7","34732","146863","35.0","-888888888.0","(X)","-888888888","36.2","-888888888.0","(X)","(X)","32.4","-888888888.0","(X)","(X)",
"1400000US17031110200","Census Tract 1102, Cook County, Illinois","1145","77","55798","7689","94.8","3.3","55714","8146","0.0","2.8","-","-222222222","0.0","2.8","-","-222222222","2.2","2.3","147596","228009","0.0","2.8","-","-222222222","2.0","2.0","43661","27409","1.0","1.5","-","-222222222","7.7","4.9","55463","15693","89.2","5.6","55475","11744","3.9","3.8","17163","24158","35.1","10.2","65481","22218","36.9","9.3","57037","16858","24.1","5.0","24741","4398","731","99","61292","12781","42.3","12.8","60657","3634","57.7","12.8","75761","32159","83.9","10.0","76033","28222","14.6","9.7","54432","61750","1.5","2.3","-","**","414","104","27583","9996","49.3","15.2","24250","4823","49.3","15.2","24250","4823","0.0","7.5","-","-222222222","50.7","15.2","50568","48651","44.0","16.1","50114","67181","6.8","5.9","105909","91783","16.3","-888888888.0","(X)","-888888888","15.6","-888888888.0","(X)","(X)","17.6","-888888888.0","(X)","(X)",
"1400000US17031110300","Census Tract 1103, Cook County, Illinois","1865","111","69336","9888","89.1","4.8","68941","8165","0.0","1.7","-","-222222222","1.3","1.9","-","-222222222","7.9","4.6","103299","78379","0.0","1.7","-","-222222222","0.5","1.0","-","-222222222","1.2","1.3","22292","237038","10.5","3.6","80405","17695","81.0","5.3","68536","8205","4.7","4.7","53382","8736","27.8","4.0","78911","4280","41.0","5.7","85532","11701","26.5","7.3","25272","8724","1317","139","79539","5541","39.6","6.5","79741","12462","60.4","6.5","79223","10195","68.1","8.3","86410","16764","22.1","8.1","59688","15621","9.8","4.8","83875","86221","548","136","28875","12088","57.8","18.8","27639","12065","50.5","18.7","21827","8592","7.3","7.1","70000","73864","42.2","18.8","40815","27520","35.6","18.1","27981","29950","6.6","9.7","-","-222222222","30.3","-888888888.0","(X)","-888888888","28.5","-888888888.0","(X)","(X)","34.5","-888888888.0","(X)","(X)",
"1400000US17031110400","Census Tract 1104, Cook County, Illinois","1938","60","53750","17811","83.8","6.3","44167","12008","0.8","1.2","-","-222222222","1.3","1.6","-","-222222222","4.1","3.4","87969","117308","0.0","1.7","-","-222222222","10.1","4.9","123531","55481","0.0","1.7","-","-222222222","17.9","5.9","105400","86610","77.3","6.4","43659","10539","2.9","2.6","34861","6459","38.6","7.1","69792","27116","27.7","7.3","82000","34524","30.8","5.5","30813","12312","1095","127","90335","37242","38.2","8.7","88000","69597","61.8","8.7","90692","44981","80.9","7.6","101786","27240","12.0","7.2","48491","8587","7.1","4.6","33906","66033","843","134","30462","8974","53.4","11.9","18542","6535","49.2","12.2","17125","4455","4.2","5.4","-","-222222222","46.6","11.9","36758","6924","34.2","10.1","33750","9916","12.5","7.9","57969","105323","40.7","-888888888.0","(X)","-888888888","48.0","-888888888.0","(X)","(X)","30.0","-888888888.0","(X)","(X)",
"1400000US17031110501","Census Tract 1105.01, Cook County, Illinois","1722","125","76051","12312","83.4","6.8","75075","25284","1.3","2.0","-","-222222222","0.0","1.9","-","-222222222","5.1","2.9","75885","70824","0.0","1.9","-","-222222222","10.2","6.2","83938","18965","0.0","1.9","-","-222222222","18.4","6.2","84281","10345","75.3","6.8","62969","24633","0.9","1.2","19038","213083","39.7","8.3","85539","9093","38.7","8.1","82719","20769","20.6","5.2","39665","12281","1169","152","84031","10828","47.1","11.5","85496","7084","52.9","11.5","76042","23916","84.2","8.1","85000","10594","12.2","7.1","76005","23631","3.6","4.2","86000","33888","553","146","43963","21779","59.0","16.2","31333","29948","44.3","15.7","19327","28533","14.6","14.3","137891","115450","41.0","16.2","61492","36554","37.6","16.3","60726","35573","3.4","5.5","-","-222222222","27.7","-888888888.0","(X)","-888888888","24.9","-888888888.0","(X)","(X)","33.6","-888888888.0","(X)","(X)",
