"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M","S1903_C01_031E","S1903_C01_031M","S1903_C02_031E","S1903_C02_031M",
"1400000US17031810800","Census Tract 8108, Cook County, Illinois","1662","114","64643","10770","91.5","3.4","65662","10581","0.0","1.9","-","-222222222","0.0","1.9","-","-222222222","2.0","3.2","-","-222222222","0.0","1.9","-","-222222222","6.5","2.1","58917","25707","0.0","1.9","-","-222222222","9.7","3.3","85179","56394","88.3","4.0","63393","10568","1.7","2.1","41908","10634","31.5","6.1","73125","23667","38.1","6.4","82115","18647","28.6","5.6","36683","9092","1368","117","72174","15463","38.5","6.2","69583","23584","61.5","6.2","77614","16009","71.7","6.6","83237","8653","19.4","6.3","38732","3756","8.9","4.8","63750","56803","294","97","30441","18214","69.4","12.8","24750","20308","62.9","12.5","22461","14533","6.5","6.9","59875","165335","30.6","12.8","40526","30442","27.2","13.5","24750","34988","3.4","6.2","-","-222222222","37.6","-888888888.0","(X)","-888888888","38.3","-888888888.0","(X)","(X)","33.3","-888888888.0","(X)","(X)",
"1400000US17031810900","Census Tract 8109, Cook County, Illinois","2535","156","52277","8602","82.4","6.0","50634","10136","4.7","4.0","55286","94702","0.6","1.0","-","-222222222","4.3","3.0","102614","9836","0.0","1.3","-","-222222222","7.1","4.6","39148","83895","0.8","1.3","-","-222222222","18.9","6.8","75580","40672","72.1","7.7","48359","9105","3.5","3.0","6987","47343","34.6","5.8","56641","9709","40.0","5.6","69398","16789","21.9","4.7","33993","3323","1559","173","69468","11975","41.2","7.9","81952","11493","58.8","7.9","50476","22215","75.2","7.7","81924","5478","21.2","7.0","36914","17032","3.5","3.3","29375","16682","976","214","38906","14200","46.1","11.1","36250","17595","40.9","11.7","31477","15795","5.2","6.1","108068","21285","53.9","11.1","45547","19723","37.7","10.5","35154","5288","16.2","8.9","57267","34667","25.9","-888888888.0","(X)","-888888888","30.3","-888888888.0","(X)","(X)","18.8","-888888888.0","(X)","(X)",
"1400000US17031811000","Census Tract 8110, Cook County, Illinois","1692","101","81279","7383","97.7","2.2","80843","7561","0.0","1.9","-","-222222222","0.0","1.9","-","-222222222","2.3","2.2","135096","112049","0.0","1.9","-","-222222222","0.0","1.9","-","-222222222","0.0","1.9","-","-222222222","6.6","2.3","76944","66014","91.1","2.8","80959","7682","0.0","1.9","-","-222222222","22.3","5.2","82740","21281","43.8","7.9","83568","11314","33.9","7.5","53750","22527","1185","103","96893","12369","36.2","4.9","101302","22072","63.8","4.9","95571","15837","84.8","6.0","97721","12379","9.7","5.5","35673","43836","5.5","4.7","104258","61442","507","108","32554","11534","64.9","13.7","34185","20786","60.9","13.7","33098","19676","3.9","4.4","250,000+","-333333333","35.1","13.7","28958","19357","23.5","13.1","31125","16857","11.6","12.0","6891","280844","33.4","-888888888.0","(X)","-888888888","37.3","-888888888.0","(X)","(X)","24.3","-888888888.0","(X)","(X)",
"1400000US17031811100","Census Tract 8111, Cook County, Illinois","2702","144","43387","6458","88.8","4.2","42866","7206","0.0","1.2","-","-222222222","0.0","1.2","-","-222222222","2.3","2.1","4922","91142","0.0","1.2","-","-222222222","7.7","3.9","48578","14441","1.1","1.2","37721","28738","13.3","5.0","39412","13359","83.9","5.1","45179","7663","3.9","3.4","46705","35889","41.6","6.3","49769","14312","29.8","5.3","51081","7962","24.7","4.5","28512","8000","1581","169","54970","6733","38.8","8.7","46801","9736","61.2","8.7","59297","9345","66.0","9.9","59274","8224","23.8","7.4","39063","18059","10.2","6.9","56250","28950","1121","206","30409","6942","53.3","9.0","27254","7508","44.2","8.8","25735","11807","9.1","6.6","60172","44665","46.7","9.0","36250","10735","41.1","10.4","36509","8931","5.5","6.1","2,500-","-333333333","38.8","-888888888.0","(X)","-888888888","40.9","-888888888.0","(X)","(X)","35.9","-888888888.0","(X)","(X)",
"1400000US17031811200","Census Tract 8112, Cook County, Illinois","1785","108","58103","6274","80.8","6.0","57500","7901","0.4","0.7","-","-222222222","1.7","2.6","-","-222222222","2.7","1.9","64219","27545","0.0","1.8","-","-222222222","13.1","5.3","59625","16834","1.3","1.8","-","-222222222","24.9","5.7","51827","12105","71.9","6.0","61581","6302","1.1","1.8","2,500-","-333333333","35.9","6.2","57727","11315","45.8","6.5","67578","15666","17.3","3.6","38036","8742","1366","123","58177","5314","51.9","7.0","58257","6630","48.1","7.0","57875","12209","70.5","7.7","64316","11971","15.4","6.9","46563","5387","14.1","6.1","46250","28575","419","115","35650","8218","48.9","14.8","35368","14339","40.1","14.3","27500","13080","8.8","10.4","44095","125538","51.1","14.8","36250","55456","24.3","13.6","32258","35524","26.7","14.8","78200","75506","37.5","-888888888.0","(X)","-888888888","36.3","-888888888.0","(X)","(X)","37.0","-888888888.0","(X)","(X)",
"1400000US17031811301","Census Tract 8113.01, Cook County, Illinois","1440","112","58125","9536","72.4","7.7","60302","16343","4.4","4.7","12386","50833","0.3","0.5","-","-222222222","0.6","1.0","-","-222222222","0.6","1.0","-","-222222222","19.9","7.0","59122","16181","1.9","1.8","88393","60128","44.4","6.2","66275","13246","48.7","6.5","53917","19078","3.4","2.9","9950","95727","34.2","5.7","87574","25797","45.4","9.4","58646","8092","16.9","5.6","33438","11712","1150","122","66500","9419","50.5","9.2","76544","14920","49.5","9.2","53281","18242","82.4","6.1","72083","10248","10.3","4.9","41696","20068","7.2","4.0","60268","25271","290","92","19605","11194","45.5","19.0","15250","6349","42.4","18.7","12429","7546","3.1","4.9","-","-222222222","54.5","19.0","38816","11850","52.4","19.5","38618","12990","2.1","2.9","-","-222222222","30.1","-888888888.0","(X)","-888888888","31.8","-888888888.0","(X)","(X)","15.9","-888888888.0","(X)","(X)",
"1400000US17031811302","Census Tract 8113.02, Cook County, Illinois","1127","132","36484","6048","60.9","7.7","58140","14078","9.6","6.3","14688","43907","0.0","2.8","-","-222222222","2.3","1.9","42167","123309","0.0","2.8","-","-222222222","26.4","7.5","27917","4564","0.8","1.3","-","-222222222","54.5","7.4","33611","9204","33.6","6.5","58036","29179","6.1","4.7","17426","36187","51.2","9.3","29775","10585","28.7","8.7","62798","9148","14.0","3.8","19444","21613","818","109","46389","23242","68.7","8.2","35469","13158","31.3","8.2","66905","11701","68.1","9.2","55762","10236","18.1","9.2","32778","50246","13.8","7.6","16550","32599","309","101","25066","10689","35.0","18.1","31250","50002","23.3","15.5","53333","66700","11.7","11.3","30313","72404","65.0","18.1","22227","9295","55.0","18.1","21016","5385","10.0","8.3","51417","19835","32.7","-888888888.0","(X)","-888888888","32.9","-888888888.0","(X)","(X)","32.0","-888888888.0","(X)","(X)",
"1400000US17031811401","Census Tract 8114.01, Cook County, Illinois","1624","101","52500","14331","80.9","6.5","51630","7761","1.3","2.1","-","-222222222","0.0","2.0","-","-222222222","2.3","2.1","106705","15090","0.0","2.0","-","-222222222","13.9","6.0","70227","53409","1.6","2.6","-","-222222222","24.4","5.5","70114","23149","70.4","6.2","50272","5690","0.0","2.0","-","-222222222","24.1","4.8","71515","14240","46.9","5.5","64279","13326","29.0","4.7","17306","6865","1090","116","70119","9634","49.4","8.9","75772","13453","50.6","8.9","64306","25550","76.5","8.1","72262","11648","16.1","7.9","43750","33835","7.3","4.3","69000","35595","534","115","22647","16549","54.7","12.8","16164","2176","49.1","12.1","15517","2160","5.6","5.3","49444","15612","45.3","12.8","51324","31762","37.8","12.3","50568","60558","7.5","7.3","137619","183292","36.8","-888888888.0","(X)","-888888888","41.1","-888888888.0","(X)","(X)","28.1","-888888888.0","(X)","(X)",
"1400000US17031811402","Census Tract 8114.02, Cook County, Illinois","1507","91","54297","16831","75.0","6.4","49028","18979","0.8","1.2","-","-222222222","0.5","0.8","-","-222222222","5.7","4.5","61875","73826","0.0","2.1","-","-222222222","17.9","5.8","60172","17212","0.0","2.1","-","-222222222","34.8","6.2","56944","18285","58.2","6.3","52656","19798","2.3","2.1","26563","134766","43.7","6.1","47136","21010","28.4","4.8","78788","12632","25.7","4.1","26875","13770","1017","116","58903","5718","38.4","7.5","50458","9680","61.6","7.5","61462","13825","71.9","9.0","60927","9308","18.3","8.2","60517","16993","9.8","7.0","48750","4059","490","115","33682","4927","42.7","15.6","33631","19952","36.1","15.8","20875","23780","6.5","5.2","65962","40390","57.3","15.6","33713","22608","47.6","15.3","32182","4107","9.8","10.3","122857","46212","26.9","-888888888.0","(X)","-888888888","25.7","-888888888.0","(X)","(X)","27.1","-888888888.0","(X)","(X)",
"1400000US17031811500","Census Tract 8115, Cook County, Illinois","1865","147","60208","10929","84.8","6.8","57183","12146","0.0","1.7","-","-222222222","0.0","1.7","-","-222222222","3.4","4.4","74141","16961","1.3","2.1","-","-222222222","10.5","5.2","54829","39299","0.0","1.7","-","-222222222","20.8","5.7","67016","14378","74.5","7.4","55989","12101","0.2","0.5","-","-222222222","31.0","5.1","69145","13064","44.9","6.0","57500","24143","23.8","4.6","46250","22261","1441","171","64899","9877","38.4","7.0","61750","14369","61.6","7.0","70273","15731","84.7","7.6","70179","9448","12.5","7.0","48519","12036","2.8","3.0","72917","57441","424","156","38750","10906","63.2","15.2","43259","17066","37.7","17.9","23333","10572","25.5","20.9","44911","49034","36.8","15.2","36713","8004","32.3","14.9","36273","3032","4.5","7.2","-","-222222222","28.4","-888888888.0","(X)","-888888888","31.4","-888888888.0","(X)","(X)","18.4","-888888888.0","(X)","(X)",
"1400000US17031811600","Census Tract 8116, Cook County, Illinois","2322","155","48644","4755","92.7","3.7","48401","5241","0.0","1.4","-","-222222222","0.0","1.4","-","-222222222","2.0","1.1","83417","68110","0.0","1.4","-","-222222222","4.7","3.6","50909","68113","0.6","0.9","-","-222222222","13.8","5.3","52000","23396","83.6","5.5","47351","7606","2.2","2.6","57679","29773","48.7","6.3","47714","9802","33.4","5.5","55363","10883","15.7","4.5","30227","11504","1318","145","59035","12273","53.4","8.9","55139","20820","46.6","8.9","59781","19134","81.8","7.6","58011","11783","17.5","7.4","67361","32037","0.7","1.1","-","**","1004","185","31399","5206","39.0","11.3","29821","7728","31.9","10.5","27946","6098","7.2","6.0","61731","226387","61.0","11.3","31914","10798","52.2","10.9","31523","8653","8.8","7.1","41923","34325","27.8","-888888888.0","(X)","-888888888","27.2","-888888888.0","(X)","(X)","28.6","-888888888.0","(X)","(X)",
"1400000US17031811701","Census Tract 8117.01, Cook County, Illinois","1105","99","49492","6901","74.9","8.2","48864","13074","0.0","2.9","-","-222222222","0.8","1.3","-","-222222222","2.4","1.9","52969","69497","0.0","2.9","-","-222222222","21.9","7.9","52500","22081","0.0","2.9","-","-222222222","57.0","6.3","40395","11413","40.6","6.8","71528","18976","3.7","4.3","60060","89122","40.7","9.9","40132","9589","43.5","10.1","76571","16759","12.0","5.9","42169","21313","985","98","50977","5418","63.4","8.6","45338","11354","36.6","8.6","70417","17835","78.1","8.4","51361","5179","12.8","7.4","12174","20304","9.1","6.0","69722","80698","120","76","19000","33836","73.3","30.8","2,500-","-333333333","55.0","33.7","2,500-","-333333333","18.3","27.1","-","-222222222","26.7","30.8","19100","12964","20.8","30.6","-","-222222222","5.8","11.5","-","-222222222","29.5","-888888888.0","(X)","-888888888","30.9","-888888888.0","(X)","(X)","18.3","-888888888.0","(X)","(X)",
"1400000US17031811702","Census Tract 8117.02, Cook County, Illinois","1803","124","48723","6982","66.8","7.8","50000","16002","6.4","4.3","27361","9128","0.0","1.8","-","-222222222","2.9","1.8","87917","40255","0.0","1.8","-","-222222222","22.5","6.8","50700","6382","1.4","1.4","43750","146599","38.6","5.4","49057","6976","51.7","5.7","53750","14733","1.6","2.1","35556","58667","40.2","7.3","47793","9124","42.9","6.6","59083","14800","15.4","4.5","35694","18514","1219","124","57527","7570","52.6","9.0","43966","11949","47.4","9.0","69000","19908","66.7","10.1","59484","10221","21.9","8.0","36602","20265","11.4","7.1","83906","113419","584","142","25735","7600","52.9","11.9","22350","7876","51.4","11.8","25147","8835","1.5","2.4","-","-222222222","47.1","11.9","28831","14935","42.6","13.0","27782","19116","4.5","6.2","-","-222222222","34.5","-888888888.0","(X)","-888888888","36.8","-888888888.0","(X)","(X)","29.6","-888888888.0","(X)","(X)",
"1400000US17031811800","Census Tract 8118, Cook County, Illinois","1623","147","59526","5082","84.0","4.9","58983","5148","0.0","2.0","-","-222222222","0.0","2.0","-","-222222222","2.7","2.6","128103","9699","0.0","2.0","-","-222222222","13.2","5.1","58705","27994","0.0","2.0","-","-222222222","31.3","5.2","71250","23710","66.0","5.4","56060","4493","0.8","1.3","-","-222222222","31.4","5.8","70333","18784","40.6","5.4","82436","6226","27.2","4.3","31587","11886","1093","106","75990","11073","49.4","7.2","71102","11449","50.6","7.2","81348","9231","79.5","7.3","80106","9796","12.4","5.7","56875","10265","8.1","5.8","90250","69112","530","106","27419","12241","58.3","13.4","21672","6739","54.2","12.7","21315","3545","4.2","5.1","-","-222222222","41.7","13.4","41705","30712","30.9","13.6","27177","21593","10.8","9.2","117159","327905","29.9","-888888888.0","(X)","-888888888","28.5","-888888888.0","(X)","(X)","30.6","-888888888.0","(X)","(X)",
"1400000US17031811900","Census Tract 8119, Cook County, Illinois","1795","111","132443","14854","87.5","4.9","149875","23574","6.9","4.2","62417","130702","0.0","1.8","-","-222222222","4.1","2.6","137500","232239","0.0","1.8","-","-222222222","0.7","0.8","58750","20268","0.8","1.3","-","-222222222","1.3","1.6","140809","92370","86.6","5.1","151818","27727","2.0","1.6","38571","40060","20.7","4.7","127841","39369","49.9","5.1","157426","20356","27.4","4.1","84063","52854","1225","106","176250","29223","48.2","5.7","174861","37079","51.8","5.7","180833","42040","84.7","5.4","191739","26151","12.4","5.4","51964","21644","2.9","2.3","232841","205469","570","108","63947","16123","61.1","13.3","47778","16610","51.2","13.6","41859","15264","9.8","6.0","82143","37962","38.9","13.3","74153","11694","28.9","12.4","73242","1622","10.0","9.0","118405","40255","27.1","-888888888.0","(X)","-888888888","23.6","-888888888.0","(X)","(X)","34.7","-888888888.0","(X)","(X)",
"1400000US17031812000","Census Tract 8120, Cook County, Illinois","2098","132","92090","16365","87.3","5.4","92377","15448","4.6","2.8","55682","335582","0.0","1.5","-","-222222222","7.4","4.5","76563","81146","0.0","1.5","-","-222222222","0.0","1.5","-","-222222222","0.7","1.1","-","-222222222","2.3","1.5","64464","47896","85.0","5.4","95804","18215","2.2","2.7","2,500-","-333333333","22.0","3.7","139737","77914","50.9","4.8","110500","18303","24.8","3.7","51250","15194","1382","128","136154","18908","51.6","6.2","156985","47584","48.4","6.2","117721","9175","80.2","8.5","156042","24864","11.1","5.8","83409","92443","8.6","6.4","71058","100853","716","143","45250","9652","79.6","10.5","46250","9857","77.8","10.3","44821","9626","1.8","2.8","-","-222222222","20.4","10.5","37167","43534","15.1","9.7","36500","42216","5.3","5.8","86333","88430","23.2","-888888888.0","(X)","-888888888","25.0","-888888888.0","(X)","(X)","19.8","-888888888.0","(X)","(X)",
"1400000US17031812100","Census Tract 8121, Cook County, Illinois","1587","101","82768","18990","66.2","6.9","103750","29244","28.2","5.9","54871","14808","0.7","1.1","-","-222222222","1.5","1.6","233036","274130","0.0","2.0","-","-222222222","3.4","3.6","64324","77743","0.0","2.0","-","-222222222","6.2","3.9","64966","32658","63.5","7.0","105000","28202","5.2","4.8","23266","23460","37.5","6.0","91696","75878","45.4","5.8","98844","8457","11.8","2.5","46923","9930","1178","116","101413","31761","61.7","6.8","101141","45509","38.3","6.8","103281","30087","69.3","8.8","126500","14568","22.9","7.2","35682","24056","7.8","6.3","52727","65742","409","110","53393","21997","43.5","11.9","46667","25992","37.2","11.9","46771","24668","6.4","6.3","42321","119925","56.5","11.9","60515","28082","35.0","13.0","71635","24987","21.5","13.8","34125","40215","23.8","-888888888.0","(X)","-888888888","18.6","-888888888.0","(X)","(X)","32.5","-888888888.0","(X)","(X)",
"1400000US17031812200","Census Tract 8122, Cook County, Illinois","1309","84","153125","21234","88.0","3.9","154886","20059","8.6","3.7","127788","71824","0.0","2.4","-","-222222222","2.4","2.3","143250","140556","0.0","2.4","-","-222222222","0.0","2.4","-","-222222222","0.9","1.1","250,000+","-333333333","5.7","4.0","77344","89222","82.4","5.2","161000","24218","0.0","2.4","-","-222222222","28.9","4.7","180294","47335","57.0","6.8","161167","25055","14.1","4.7","91875","42561","1097","80","175125","28142","57.5","6.3","188750","15799","42.5","6.3","137788","28631","92.3","4.3","182143","11512","5.7","3.9","55227","61572","2.1","2.4","65583","30616","212","74","36964","20377","74.5","15.8","36429","28197","67.5","17.7","50250","31233","7.1","10.3","-","-222222222","25.5","15.8","40750","29290","22.6","16.5","37500","20783","2.8","5.4","250,000+","-333333333","13.9","-888888888.0","(X)","-888888888","11.3","-888888888.0","(X)","(X)","23.1","-888888888.0","(X)","(X)",
"1400000US17031812301","Census Tract 8123.01, Cook County, Illinois","2178","149","56667","9379","75.2","7.2","60185","14472","9.5","4.7","42227","13049","1.5","2.4","-","-222222222","6.0","3.5","69896","62994","0.0","1.5","-","-222222222","5.5","4.5","57965","78222","2.3","1.8","34464","70635","8.2","5.2","57674","21396","74.3","7.2","58667","14551","4.8","3.4","34732","44009","35.4","6.6","56250","13259","29.7","6.5","74554","15641","30.1","5.8","49430","8897","795","157","73618","17584","39.0","12.2","58721","16146","61.0","12.2","91172","34715","67.5","12.4","97396","30656","27.4","12.0","42188","29406","5.0","4.8","68333","28120","1383","178","49390","3548","54.0","9.3","50553","5328","43.9","8.6","49573","5502","10.1","7.0","52045","92171","46.0","9.3","47452","12005","46.0","9.3","47452","12005","0.0","2.3","-","-222222222","17.1","-888888888.0","(X)","-888888888","24.5","-888888888.0","(X)","(X)","12.9","-888888888.0","(X)","(X)",
"1400000US17031812302","Census Tract 8123.02, Cook County, Illinois","1044","89","81207","17818","79.8","8.3","89453","36395","15.5","7.9","36471","28386","0.0","3.1","-","-222222222","2.7","3.3","17059","86044","0.0","3.1","-","-222222222","2.0","3.3","-","-222222222","0.0","3.1","-","-222222222","8.9","7.2","66771","233856","72.9","9.5","102604","39123","0.0","3.1","-","-222222222","38.2","5.7","92375","62835","46.1","6.2","82371","58935","15.7","3.9","68167","29647","688","86","131912","38408","62.1","11.7","143224","59526","37.9","11.7","108594","49568","92.6","6.3","143651","26563","7.4","6.3","37212","47523","0.0","4.6","-","**","356","98","45197","11205","58.4","19.7","43269","11949","58.4","19.7","43269","11949","0.0","8.7","-","-222222222","41.6","19.7","47656","39022","35.7","18.9","49297","22913","5.9","9.4","-","-222222222","10.6","-888888888.0","(X)","-888888888","16.1","-888888888.0","(X)","(X)","0.0","-888888888.0","(X)","(X)",
"1400000US17031812400","Census Tract 8124, Cook County, Illinois","1187","72","161146","31352","90.4","5.3","163977","42765","6.6","4.7","61034","27827","0.0","2.7","-","-222222222","2.3","2.2","250,000+","-333333333","0.0","2.7","-","-222222222","0.8","1.2","250,000+","-333333333","0.0","2.7","-","-222222222","0.6","1.0","-","**","89.8","5.3","164773","44527","0.8","1.1","250,000+","-333333333","29.1","4.5","197969","124043","57.7","4.9","172375","52152","12.5","2.9","90192","55102","1103","74","167153","56375","54.1","6.9","227969","70600","45.9","6.9","131304","49297","86.9","7.2","203224","40969","5.3","4.8","70096","27102","7.7","5.7","76339","69527","84","52","47000","14238","85.7","24.1","48333","16364","60.7","27.8","45875","26852","25.0","23.2","49688","454296","14.3","24.1","-","-222222222","14.3","24.1","-","-222222222","0.0","31.0","-","-222222222","23.3","-888888888.0","(X)","-888888888","23.2","-888888888.0","(X)","(X)","25.0","-888888888.0","(X)","(X)",
"1400000US17031812500","Census Tract 8125, Cook County, Illinois","1659","118","65313","9388","61.1","6.5","93611","29800","32.9","6.7","34537","11581","0.0","1.9","-","-222222222","2.0","1.5","101339","32081","0.0","1.9","-","-222222222","4.0","3.5","42230","157035","0.0","1.9","-","-222222222","7.2","4.0","41791","89043","58.6","6.7","97833","28009","1.4","1.4","30875","23851","49.0","6.3","63523","15041","30.0","5.0","103281","37504","19.6","4.3","25104","24439","1078","123","101742","17216","58.6","7.3","99500","24528","41.4","7.3","106250","16068","69.9","8.0","116518","18109","25.3","8.0","39276","16870","4.8","3.5","62353","54738","581","123","30197","12927","61.6","10.4","16488","8569","58.3","10.5","16399","6798","3.3","3.4","35341","49523","38.4","10.4","40957","6067","26.5","9.8","37407","7391","11.9","9.0","42361","84140","20.9","-888888888.0","(X)","-888888888","20.6","-888888888.0","(X)","(X)","16.0","-888888888.0","(X)","(X)",
"1400000US17031812600","Census Tract 8126, Cook County, Illinois","1659","131","56521","11205","59.1","5.4","80772","27742","34.7","5.1","36359","10233","0.0","1.9","-","-222222222","5.1","3.0","83100","15227","0.0","1.9","-","-222222222","0.0","1.9","-","-222222222","1.1","1.1","90536","138968","5.5","3.7","11389","58973","56.1","5.5","81250","24024","5.5","3.6","6983","11768","51.3","6.5","66927","22130","35.1","5.9","62885","13759","8.1","2.7","27813","21722","783","133","90074","15479","46.0","9.7","86000","25895","54.0","9.7","90875","22510","67.8","9.4","104609","11947","25.4","8.5","56406","27948","6.8","4.5","45809","16291","876","163","38800","5205","62.3","9.7","36146","14878","54.5","10.4","27019","17783","7.9","6.3","81779","100683","37.7","9.7","39878","4420","28.4","8.1","34813","14731","9.2","6.2","105417","46352","22.8","-888888888.0","(X)","-888888888","15.3","-888888888.0","(X)","(X)","28.4","-888888888.0","(X)","(X)",
"1400000US17031812700","Census Tract 8127, Cook County, Illinois","1574","122","58567","3258","73.6","5.2","61471","6605","19.1","4.5","55104","22121","0.0","2.0","-","-222222222","3.1","2.5","51298","30049","0.0","2.0","-","-222222222","0.8","1.2","-","-222222222","3.4","2.5","113333","192454","6.2","3.6","60313","42708","68.2","5.7","62132","6687","4.5","3.5","43194","24529","42.6","5.5","61724","7012","31.1","5.2","81321","14889","21.9","4.4","24659","19973","836","97","84773","20744","43.4","9.0","80583","31605","56.6","9.0","94896","28445","78.2","9.1","111800","13122","16.1","8.1","41217","8322","5.6","3.5","39432","28605","738","133","44000","7390","66.5","11.0","42594","9257","65.0","10.9","42938","9137","1.5","2.4","-","-222222222","33.5","11.0","48140","7040","30.9","10.8","47561","9951","2.6","3.1","51696","45274","20.5","-888888888.0","(X)","-888888888","19.6","-888888888.0","(X)","(X)","20.1","-888888888.0","(X)","(X)",
"1400000US17031812801","Census Tract 8128.01, Cook County, Illinois","1680","167","43451","8004","72.9","10.7","48233","10504","22.9","9.9","25500","14609","0.0","1.9","-","-222222222","2.7","2.5","95625","52574","0.0","1.9","-","-222222222","0.7","1.5","-","-222222222","0.8","1.4","-","-222222222","2.1","2.6","11875","57266","71.4","10.9","48750","13198","3.7","3.2","45500","81229","33.1","9.4","63536","13964","37.9","9.1","44707","17268","25.3","7.4","20709","5895","608","171","64714","32881","48.0","15.5","36994","40519","52.0","15.5","75139","38458","78.9","11.9","95625","51970","18.1","12.8","28600","6073","3.0","4.3","54545","274911","1072","211","30688","18555","65.5","13.2","42852","8734","59.2","12.4","40313","15298","6.3","5.2","121382","44621","34.5","13.2","19174","3279","32.4","13.2","18924","2377","2.1","3.3","-","-222222222","16.8","-888888888.0","(X)","-888888888","15.8","-888888888.0","(X)","(X)","17.4","-888888888.0","(X)","(X)",
"1400000US17031812802","Census Tract 8128.02, Cook County, Illinois","1443","96","54327","20342","63.0","8.2","82813","22499","28.6","7.6","29196","16785","0.0","2.2","-","-222222222","6.6","5.7","2,500-","-333333333","0.0","2.2","-","-222222222","1.0","1.7","-","-222222222","0.8","1.2","-","-222222222","1.9","1.8","42250","112482","62.2","8.3","79526","24322","1.2","2.1","-","-222222222","55.8","8.4","46424","34922","32.8","8.1","70089","14052","10.2","3.5","50903","177772","674","175","97143","33994","52.4","10.3","86083","81914","47.6","10.3","111750","46888","78.2","16.9","119281","16230","17.8","16.7","21596","29948","4.0","5.0","9034","39193","769","180","34632","24063","77.4","12.8","46192","19723","72.7","13.3","45145","26196","4.7","5.2","94300","1818","22.6","12.8","27614","12039","22.6","12.8","27614","12039","0.0","4.1","-","-222222222","20.0","-888888888.0","(X)","-888888888","10.5","-888888888.0","(X)","(X)","28.3","-888888888.0","(X)","(X)",
"1400000US17031812900","Census Tract 8129, Cook County, Illinois","1716","104","107109","11203","79.1","6.6","110515","10947","11.1","4.4","63750","87544","0.0","1.9","-","-222222222","5.0","2.6","102019","95758","0.0","1.9","-","-222222222","4.3","4.1","16468","12807","0.5","0.9","-","-222222222","4.3","4.1","16468","12807","79.1","6.6","110515","10947","2.3","1.7","40139","22203","34.8","4.9","109946","11303","50.1","5.3","102019","20243","12.8","2.7","75119","14981","1161","110","122276","13769","58.3","5.1","137422","20391","41.7","5.1","106471","25323","80.7","5.5","131875","19150","17.0","4.9","85481","23790","2.3","2.1","75625","44881","555","125","43780","7727","48.3","12.3","33929","17600","46.7","12.3","32443","17508","1.6","2.6","-","-222222222","51.7","12.3","52083","17925","40.9","13.5","42656","8402","10.8","7.7","108400","46766","23.1","-888888888.0","(X)","-888888888","22.0","-888888888.0","(X)","(X)","25.4","-888888888.0","(X)","(X)",
